"anly_mapped_zipcode","collection_to_report","collection_to_report","collection_to_report","collection_to_report","collection_to_report_less_than_1","collection_to_report_less_than_1"
"29466",1.7887788778877889,1,1,2,1951,3030
"29467",1,1,1,1,2,2
"29468",2.6283185840707963,2,1,4,43,113
"29469",1.7611940298507462,1,1,2,41,67
"29470",1.886214442013129,1,1,2,277,457
"29471",3.064814814814815,3,1,4,42,108
"29472",2.0018115942028984,1,1,3,328,552
"29473",4,4,4,4,0,2
"29474",2.0113636363636362,1,1,3,56,88
"29475",2.1176470588235294,2,1,3,42,85
"29476",1.6666666666666667,1,1,2,7,12
"29477",2.205592105263158,1,1,3,342,608
"29478",4,4,4,4,0,1
"29479",2.546728971962617,2,1,3,211,642
"29480",0.3333333333333333,0,0,1,3,3
"29481",3.6288659793814433,3,1,6,29,97
"29482",2.309090909090909,1,1,4,139,275
"29483",2.115649489432439,1,1,3,2350,4211
"29484",1.8958333333333333,1,1,2,25,48
"29485",2.0011617100371746,1,1,3,2558,4304
"29486",2.1423828845444484,1,1,3,1535,2711
"29487",2.4586894586894585,2,1,4,153,351
"29488",2.1872146118721463,2,1,3,513,1095
"29489",6,6,6,6,0,1
"29491",1,1,1,1,1,1
"29492",1.7762579384465071,1,1,2,1329,2047
"29493",2,2,2,2,0,1
"29494",2,2,2,2,0,8
"29496",5,5,5,5,0,1
"29499",2,2,2,2,0,1
"29500",6,6,6,6,0,1
"29501",2.341589700531766,2,1,3,3325,7146
"29502",1.9180327868852458,1,1,3,101,183
"29503",2.477272727272727,1,1,3,22,44
"29504",1.5229357798165137,1,1,2,72,109
"29505",2.2147775423728815,1,1,3,1971,3776
"29506",2.1455236778430695,1,1,3,1558,2893
"29507",4.75,5,1,5,1,4
"29508",4.5,4,4,5,0,2
"29509",2.6666666666666665,2,2,4,0,3
"29510",2.721759809750297,2,1,3,270,841
"29511",3.011461318051576,2,1,4,109,349
"29512",2.3699072206534892,2,1,3,901,2479
"29513",1.5,1,1,2,2,4
"29514",2,1,1,2,2,4
"29515",2.3333333333333335,2,2,3,0,3
"29516",2.436893203883495,2,1,3,41,103
"29517",4,3,3,5,0,4
"29518",2.049645390070922,2,1,2,68,141
"29519",2.75,2,2,3,9,40
"29520",2.7148241206030153,2,1,4,677,2388
"29521",4.4,4,4,6,1,5
"29522",6,6,6,6,0,1
"29523",3.5,3,2,4,0,4
"29524",1.5,1,1,2,1,2
"29525",2.6954887218045114,2,1,4,81,266
"29526",3.1740543049431422,3,1,5,1206,4309
"29527",2.927721088435374,2,1,4,713,2352
"29528",2.77,2,1,4,31,100
"29529",2,1,1,3,6,11
"29530",2.241477272727273,2,1,3,159,352
"29532",2.3359550561797753,2,1,3,1124,2670
"29534",2,1,1,3,1,2
"29535",4,4,2,5,0,4
"29536",2.488139167105957,2,1,3,710,1897
"29537",3.25,2,1,4,1,4
"29539",2,2,2,2,0,1
"29540",2.3255813953488373,2,1,3,322,688
"29541",2.338632750397456,2,1,3,611,1258
"29542",2.75,2,2,3,0,4
"29543",2.236,2,1,3,83,250
"29544",2.891949152542373,2,1,4,168,472
"29545",2.8494208494208495,2,1,4,82,259
"29546",2.623481781376518,2,1,4,103,247
"29547",2.732876712328767,2,1,4,103,292
"29549",3,3,3,3,0,1
"29550",2.569243156199678,2,1,3,1480,3726
"29551",2.25,1,1,2,41,72
"29552",1.5,1,1,2,1,2
"29554",2.542372881355932,2,1,3,373,1003
"29555",14.835640138408305,1,1,3,299,578
"29556",2.0184956843403206,1,1,2,890,1622
"29557",6,3,3,9,0,2
"29558",2.375,2,1,3,4,16
"29560",2.1770255271920087,2,1,3,787,1802
"29561",3.5,3,2,4,0,4
"29562",3.2,3,2,4,1,5
"29563",2.8539944903581267,2,1,5,152,363
"29564",2.419047619047619,2,1,3,48,105
"29565",2.3614973262032084,2,1,3,384,935
"29566",2.953575439910146,2,1,4,827,2671
"29567",2.849462365591398,2,1,4,38,93
"29568",2.8909535452322737,2,1,4,623,2045
"29569",2.902586206896552,2,1,4,587,2320
"29570",2.4830287206266317,2,1,3,121,383
"29571",2.6061176470588236,2,1,4,771,2125
"29572",2.995597945707997,2,1,4,409,1363
"29573",2,1,1,3,1,2
"29574",2.4846938775510203,2,1,3,639,1764
"29575",3.031767041694242,2,1,5,419,1511
"29576",2.788014026139624,2,1,4,944,3137
"29577",3.1675824175824174,2,2,5,803,3276
"29578",3.0454545454545454,2,1,5,29,110
"29579",3.122186495176849,2,1,5,1589,5598
"29580",2.0787878787878786,2,1,2,77,165
"29581",2.6357894736842105,2,1,3,177,475
"29582",2.907959092930191,2,1,4,718,2249
"29583",1.8944444444444444,1,1,2,440,720
"29584",2.492424242424242,2,1,3,115,264
"29585",2.5594059405940595,2,1,3,562,1616
"29586",3,2,2,4,0,9
"29587",3.227272727272727,3,2,4,5,44
"29588",3.1871358657655557,2,2,5,1057,4291
"29589",3.0277777777777777,2,1,4,11,36
"29590",2.2460732984293195,2,1,3,166,382
"29591",2.1225247524752477,2,1,3,342,808
"29592",2.3225806451612905,2,1,3,68,155
"29593",1.7818930041152263,1,1,2,148,243
"29594",1.4,1,1,1,8,10
"29595",3.5,2,2,3,0,4
"29596",2.55,2,1,3,106,280
"29597",2.539473684210526,2,1,3,34,76
"29598",2,2,1,3,8,25
"29599",3,3,3,3,0,1
"29600",1,1,1,1,2,2
"29601",2.66398243045388,2,1,4,499,1366
"29602",2,1,1,3,28,48
"29603",2.533333333333333,2,0,4,5,15
"29604",2.260869565217391,2,1,3,10,23
"29605",2.4872249822569197,2,1,4,1210,2818
"29606",2.1,2,1,2,19,40
"29607",2.6664767872401027,2,1,4,1246,3511
"29608",2.2857142857142856,1,1,3,14,28
"29609",2.538359201773836,2,1,4,868,2255
"29610",2.230769230769231,2,1,3,9,26
"29611",2.4449557522123895,2,1,3,1076,2825
"29612",2.4,2,2,3,2,10
"29613",2,1,1,2,2,4
"29614",2.3846153846153846,2,1,3,5,13
"29615",2.6502329192546585,2,1,4,1031,2576
"29616",1.9393939393939394,2,1,3,16,33
"29617",2.61496062992126,2,1,3,818,2540
"29618",8,8,8,8,0,1
"29619",2.2222222222222223,2,1,2,4,9
"29620",2.075907590759076,2,1,3,378,909
"29621",2.3565851119208747,2,1,3,582,1921
"29622",2.0416666666666665,2,1,3,17,48
"29623",2.625,2,1,3,3,8
"29624",2.5669291338582676,2,1,3,170,635
"29625",2.335827876520112,2,1,3,395,1069
"29626",2.279379157427938,2,1,3,156,451
"29627",2.1337386018237083,2,1,3,285,658
"29628",2.630281690140845,3,2,3,63,284
"29629",2,2,2,2,0,2
"29630",2.3765541740674956,2,1,3,205,563
"29631",2.5463137996219283,2,1,3,172,529
"29632",2.2,1,1,2,5,10
"29633",1.1789473684210525,1,1,1,84,95
"29634",3,2,2,4,0,2
"29635",2.6666666666666665,2,1,4,19,48
"29636",3.8333333333333335,2,1,5,4,12
"29637",2,1,1,2,3,5
"29638",2.132867132867133,2,1,3,51,143
"29639",2.25,2,1,3,21,60
"29640",2.516431924882629,2,1,3,641,1917
"29641",2.0545454545454547,1,1,2,28,55
"29642",2.595163457232423,2,1,3,804,2233
"29643",1.980952380952381,1,1,3,59,105
"29644",2.3505942275042444,2,1,3,558,1178
"29645",2.46875,2,1,3,263,576
"29646",2.5857768790023594,2,1,3,910,2967
"29647",2,2,1,3,1,3
"29648",2.721311475409836,2,1,3,18,61
"29649",2.608921161825726,2,1,3,596,1928
"29650",2.517533252720677,2,1,3,1025,2481
"29651",2.500403877221325,2,1,3,976,2476
"29652",2.303030303030303,2,1,3,14,33
"29653",2.32967032967033,2,1,3,126,364
"29654",2.1674311926605503,2,1,3,173,436
"29655",2.0130718954248366,2,1,3,144,306
"29656",2.3529411764705883,2,2,3,4,17
"29657",2.4184308841843087,2,1,3,281,803
"29658",2.65,2,2,3,2,20
"29659",2.6363636363636362,3,2,3,2,22
"29660",3.5,2,2,5,0,2
"29661",2.484567901234568,2,1,4,118,324
"29662",2.5790554414784395,2,1,4,399,974
"29663",2,1,1,3,1,2
"29664",2.4069767441860463,2,1,3,31,86
"29665",1.3571428571428572,1,1,1,12,14
"29666",3.1505922165820643,3,1,5,154,591
"29667",1.896551724137931,1,1,2,15,29
"29668",3.5,3,3,4,0,2
"29669",2.3481717011128778,2,1,3,267,629
"29670",2.392405063291139,2,1,3,126,316
"29671",2.687786960514233,2,1,3,307,1089
"29672",12.60061919504644,2,1,4,292,646
"29673",2.45933014354067,2,1,3,701,1672
"29675",2.8333333333333335,3,2,4,2,12
"29676",1.9625,1,1,2,184,320
"29677",3.5,3,2,4,1,10
"29678",1.8618266978922717,1,1,2,695,1281
"29679",2.2127659574468086,1,1,3,24,47
"29680",2.5040650406504064,2,1,4,907,2091
"29681",2.486019025655809,2,1,4,1555,3469
"29682",2.51980198019802,2,1,3,62,202
"29683",1.9230769230769231,2,1,3,6,13
"29684",2.1676646706586826,2,1,3,70,167
"29685",2.5057471264367814,2,1,3,35,87
"29686",1.7619047619047619,1,1,2,21,42
"29687",2.6512922465208746,2,1,4,960,2515
"29688",3.1333333333333333,2,1,5,5,15
"29689",2.0551181102362204,2,1,3,54,127
"29690",2.6287037037037035,2,1,4,419,1080
"29691",1.9928952042628774,1,1,3,303,563
"29692",2.343137254901961,2,1,3,116,306
"29693",2.022364217252396,1,1,3,318,626
"29695",3,3,3,3,0,1
"29696",1.9728506787330318,1,1,3,123,221
"29697",2.3807763401109057,2,1,3,223,541
"29699",3,2,1,6,1,3
"29702",2.717391304347826,2,2,4,67,276
"29703",2.4705882352941178,2,1,4,5,17
"29704",2.689189189189189,2,1,4,54,148
"29705",1,1,1,1,1,1
"29706",2.1692402717726993,1,1,3,860,1619
"29707",2.4871794871794872,2,1,3,737,1521
"29708",2.3556012332990752,2,1,3,950,1946
"29709",2.685254027261462,2,1,4,283,807
"29710",2.5118012422360247,2,1,3,678,1610
"29711",3,3,3,3,0,2
"29712",2.2605042016806722,2,1,3,54,119
"29713",3,1,1,5,1,2
"29714",2.228723404255319,1,1,3,107,188
"29715",2.40858966918166,2,1,3,802,1723
"29716",7.037037037037037,2,1,3,9,27
"29717",1.8833333333333333,2,1,2,20,60
"29718",2.3963636363636365,2,1,3,116,275
"29719",3.3333333333333335,4,2,4,0,3
"29720",2.2829457364341086,2,1,3,1691,3612
"29721",1.9333333333333333,1,1,2,41,60
"29722",2.5,1,1,1,3,4
"29723",2.75,2,2,3,0,8
"29724",1,1,1,1,1,1
"29726",2.125,2,1,2,33,72
"29727",2.565891472868217,2,1,3,46,129
"29728",2.432780847145488,2,1,3,214,543
"29729",2.6432748538011697,2,1,3,76,171
"29730",2.4644274809160307,2,1,3,1226,3275
"29731",1.9791666666666667,1,1,3,26,48
"29732",2.3315677966101696,2,1,3,1530,3776
"29733",3,2,2,5,0,6
"29734",2.3333333333333335,2,2,3,0,3
"29736",2.25,2,1,3,1,4
"29738",2,2,2,2,0,1
"29740",1,1,1,1,1,1
"29741",2.4096385542168677,2,1,3,63,166
"29742",2.367816091954023,2,1,3,25,87
"29743",1.9268292682926829,1,1,2,22,41
"29744",3.7333333333333334,2,1,5,6,15
"29745",2.4348561759729273,2,1,3,638,1773
"29747",3,3,3,3,0,1
"29748",2,2,2,2,0,1
"29749",2,2,2,2,0,1
"29750",3.5,2,2,5,0,2
"29751",7,7,7,7,0,1
"29752",2.5,2,2,3,0,2
"29755",5,5,5,5,0,1
"29756",2,2,2,2,0,2
"29757",4,4,4,4,0,1
"29758",2,2,2,2,0,1
"29759",4.5,1,1,8,1,2
"29761",2,2,2,2,0,1
"29763",1,1,1,1,1,1
"29766",1,1,1,1,1,1
"29770",3,2,2,5,0,3
"29773",3,3,3,3,0,1
"29776",2,2,2,2,0,1
"29779",2,2,2,2,0,1
"29780",3,3,3,3,0,1
"29782",5,5,5,5,0,1
"29785",5,5,5,5,0,1
"29788",2,2,2,2,0,1
"29789",6,6,6,6,0,1
"29790",2,2,2,2,0,1
"29791",3,3,3,3,0,1
"29792",1,1,1,1,1,1
"29795",1,1,1,1,1,1
"29801",4.609311740890688,2,1,3,629,1482
"29802",2,1,1,2,25,50
"29803",2.032,1,1,2,888,1750
"29804",2,2,1,3,5,13
"29805",1.8623481781376519,1,1,2,132,247
"29806",2,1,1,4,2,3
"29807",2,2,2,2,1,5
"29808",2,1,1,3,1,2
"29809",1.8712871287128714,1,1,2,51,101
"29810",2.7583333333333333,3,2,4,73,360
"29811",2,2,2,2,0,1
"29812",2.808877928483354,3,2,4,173,811
"29813",4,3,3,6,0,3
"29815",2,2,2,2,0,1
"29816",1.5714285714285714,1,1,2,9,14
"29817",2.4130781499202554,2,2,3,139,627
"29818",2.5,2,2,3,0,2
"29819",2.91,2,1,4,27,100
"29821",2.311111111111111,2,1,2,20,45
"29822",3.3846153846153846,3,1,4,4,13
"29824",2.647457627118644,2,1,4,182,590
"29826",2.5652173913043477,2,2,4,5,23
"29827",2.6774193548387095,3,2,3,69,310
"29828",1.972972972972973,2,1,2,14,37
"29829",2.422727272727273,2,1,3,160,440
"29831",2.765765765765766,3,1,3,33,111
"29832",2.18348623853211,2,1,2,156,436
"29833",3,2,2,4,0,2
"29834",2,2,1,2,13,28
"29835",2.862781954887218,3,1,4,339,1064
"29836",3.03125,3,1,4,9,32
"29837",2.5,2,2,3,0,2
"29838",2.1363636363636362,1,1,3,14,22
"29839",1,1,1,1,9,9
"29840",2.3902439024390243,3,1,3,13,41
"29841",2.8196881091617936,2,1,4,308,1026
"29842",2.669724770642202,3,1,3,65,218
"29843",2.625,2,1,4,30,104
"29844",3.4,2,2,5,1,5
"29845",2.6056338028169015,2,1,4,68,142
"29846",3.8076923076923075,4,3,4,0,26
"29847",2.8120567375886525,2,1,4,99,282
"29848",3.0714285714285716,3,2,4,10,56
"29849",3.022727272727273,3,2,4,8,44
"29850",3.6666666666666665,4,1,6,1,3
"29851",2.105769230769231,2,1,3,96,208
"29852",8.5,4,4,13,0,2
"29853",2.4130434782608696,2,1,3,126,414
"29855",3,2,2,4,0,2
"29856",2.0555555555555554,2,1,3,41,90
"29857",2.5,2,2,3,0,2
"29858",3.5,2,2,5,0,2
"29860",3.277264325323475,3,2,5,127,541
"29861",2.375,2,1,2,3,8
"29866",5,5,5,5,0,1
"29867",3.5,2,2,5,0,2
"29872",3,3,3,3,0,1
"29873",3,3,3,3,0,1
"29877",2,2,2,2,0,1
"29879",2,2,2,2,0,2
"29882",6,6,6,6,0,1
"29883",1,1,1,1,1,1
"29885",3,3,3,3,0,1
"29897",6,6,6,6,0,1
"29899",2,2,2,2,0,1
"29900",5,5,5,5,0,1
"29901",2.05,2,1,2,17,40
"29902",2.2413479052823315,2,1,3,381,1098
"29903",1.8285714285714285,2,1,2,14,35
"29904",2.923076923076923,2,1,4,4,13
"29905",2.6666666666666665,2,1,4,5,15
"29906",2.250463821892393,2,1,3,390,1078
"29907",2.190934065934066,2,1,3,330,728
"29908",3,3,2,4,0,3
"29909",2.7606915377616015,2,1,4,752,2198
"29910",2.790638514372933,2,1,4,1536,3931
"29911",1.7272727272727273,1,1,2,56,110
"29912",2.2,1,1,3,3,5
"29914",2,2,2,2,0,1
"29915",1.92,1,1,2,16,25
"29916",1.8214285714285714,2,1,2,26,56
"29917",3,3,3,3,0,1
"29918",2.09727626459144,2,1,3,232,514
"29919",6,6,6,6,0,1
"29920",2.192248062015504,2,1,3,234,645
"29921",1.6666666666666667,1,1,2,11,18
"29922",2.2028985507246377,2,1,3,30,69
"29923",2.5106382978723403,2,1,3,20,47
"29924",2.565625,2,1,2,157,320
"29925",3.0491803278688523,2,1,6,26,61
"29926",2.871888281724347,2,1,5,1400,3294
"29927",2.8274894810659186,2,1,5,248,713
"29928",2.57826982492276,1,1,4,979,1942
"29929",2.0338983050847457,2,1,3,25,59
"29930",2,2,1,3,1,3
"29931",1.5263157894736843,2,1,2,9,19
"29932",1.8666666666666667,1,1,2,15,30
"29934",2.287878787878788,2,1,3,24,66
"29935",2.4364161849710984,2,1,3,88,346
"29936",2.314438502673797,2,1,3,351,935
"29937",2,2,2,2,0,1
"29938",2.392857142857143,1,1,4,14,28
"29939",1.5,1,1,1,3,4
"29940",2.0592592592592593,2,1,3,114,270
"29941",1.9242424242424243,1,1,2,34,66
"29942",3.5,2,2,5,0,2
"29943",2.533333333333333,2,1,3,11,30
"29944",1.997690531177829,2,1,3,189,433
"29945",2.221774193548387,2,1,3,95,248
"29946",3.5,2,2,5,0,2
"29948",5,5,5,5,0,1
"29950",3.25,3,1,4,1,4
"29956",2,2,2,2,0,2
"29960",1,1,1,1,1,1
"29963",1,1,1,1,1,1
"29967",2,2,2,2,0,1
"29970",2,2,2,2,0,1
"29976",5,5,5,5,0,1
"29978",4,4,4,4,0,1
"29980",3,3,3,3,0,1
"29984",4,4,4,4,0,1
"29988",1,1,1,1,1,1
"29990",4.5,3,3,6,0,2
"29995",2,2,2,2,0,1
"30004",0.6666666666666666,1,0,1,6,6
"30005",0.5,0,0,1,2,2
"30008",1,1,1,1,5,5
"30009",1.25,1,0,2,2,4
"30012",6,6,6,6,0,1
"30013",1,1,1,1,1,1
"30014",1.3333333333333333,1,1,2,2,3
"30015",0,0,0,0,1,1
"30017",3.5,1,1,6,1,2
"30019",1.5454545454545454,2,1,2,4,11
"30022",1.625,1,0,3,5,8
"30024",1.5714285714285714,2,1,2,2,7
"30028",0,0,0,0,1,1
"30030",3,2,2,4,0,2
"30032",1.4,1,0,2,3,5
"30033",2.5,1,1,4,1,2
"30034",2.5,2,0,2,1,4
"30035",3,3,3,3,0,1
"30038",1,1,0,1,3,4
"30039",0.5,0,0,1,2,2
"30040",2,1,1,2,3,5
"30041",0.5,0,0,1,2,2
"30043",0.75,1,0,1,4,4
"30044",0,0,0,0,1,1
"30045",1.6666666666666667,2,1,2,1,3
"30046",1.5,1,1,2,1,2
"30052",3,3,3,3,0,1
"30054",0.5,0,0,1,2,2
"30055",1,1,1,1,1,1
"30058",1.3333333333333333,1,1,2,2,3
"30060",1,1,1,1,3,3
"30061",6,6,6,6,0,1
"30062",2.3333333333333335,2,1,2,2,6
"30064",0.8333333333333334,1,1,1,6,6
"30066",1,1,1,1,1,1
"30067",1,1,1,1,1,1
"30068",3.25,1,0,6,2,4
"30075",2,2,0,4,1,3
"30076",1.25,1,1,1,3,4
"30078",2,2,2,2,0,1
"30080",1,1,0,2,3,5
"30082",1,1,1,1,6,6
"30083",1.5,0,0,3,1,2
"30084",0,0,0,0,1,1
"30087",4.75,6,1,6,1,4
"30092",0.5454545454545454,0,0,1,9,11
"30093",1,1,1,1,1,1
"30096",1,1,1,1,5,6
"30097",2.2857142857142856,2,1,3,5,14
"30098",1,1,1,1,1,1
"30101",1,0,0,1,11,13
"30114",1,0,0,2,1,2
"30115",0.8571428571428571,1,1,1,7,7
"30117",0,0,0,0,1,1
"30121",3.25,4,1,4,1,4
"30125",1,1,1,1,1,1
"30126",1.5,1,1,2,3,6
"30132",3.25,1,0,6,2,4
"30134",1,1,1,1,4,4
"30135",2,1,0,5,2,3
"30143",3,3,3,3,0,1
"30144",6,4,4,8,0,2
"30145",0.5,0,0,1,2,2
"30147",1,1,1,1,1,1
"30152",2,2,2,2,0,3
"30157",0,0,0,0,2,2
"30165",1,1,1,1,3,3
"30168",1,0,0,2,1,2
"30173",3,3,3,3,0,1
"30188",0.5,0,0,1,4,4
"30189",2,2,2,2,0,2
"30204",0,0,0,0,1,1
"30207",0,0,0,0,1,1
"30213",2,2,2,2,0,1
"30215",1,1,1,1,1,1
"30223",1,1,1,1,1,1
"30224",1,1,1,1,1,1
"30228",0,0,0,0,2,2
"30233",1.6666666666666667,2,1,2,1,3
"30236",0.4,0,0,1,9,10
"30238",3,3,3,3,0,1
"30253",3.5,3,1,5,1,4
"30263",0.5,0,0,1,2,2
"30265",0,0,0,0,4,4
"30269",1.8888888888888888,2,1,3,4,9
"30273",1,1,1,1,2,2
"30277",1,1,1,1,2,2
"30281",1.7083333333333333,2,1,2,6,24
"30294",1.8333333333333333,1,1,2,4,6
"30297",0,0,0,0,1,1
"30305",2.5,0,0,1,3,4
"30306",2,1,0,3,2,4
"30307",0.8,1,1,1,5,5
"30308",2.3333333333333335,1,1,4,4,6
"30309",3.8181818181818183,2,1,9,3,11
"30310",1.5,1,1,2,1,2
"30311",0.6666666666666666,0,0,2,2,3
"30312",0.6666666666666666,1,0,1,3,3
"30316",1.4,1,1,1,4,5
"30317",1,1,1,1,1,1
"30318",0.75,0,0,1,3,4
"30319",1.625,1,1,2,5,8
"30327",1.2,1,0,2,11,15
"30328",1.625,1,1,2,15,24
"30329",1,1,0,2,2,3
"30331",1,1,1,1,3,3
"30337",2,2,2,2,0,1
"30338",2.5,1,1,6,4,6
"30339",0.8333333333333334,1,1,1,6,6
"30340",4,0,0,8,1,2
"30341",6,6,6,6,0,1
"30342",2.1666666666666665,1,1,4,4,6
"30344",4,1,1,7,1,2
"30345",0,0,0,0,1,1
"30349",2.5,2,2,3,0,2
"30350",0,0,0,0,2,2
"30356",1,1,1,1,1,1
"30360",5,4,4,6,0,2
"30361",5,5,5,5,0,1
"30379",1,1,1,1,4,4
"30401",3,3,3,3,0,2
"30415",0,0,0,0,1,1
"30417",1.5,1,1,2,1,2
"30439",1,1,1,1,1,1
"30442",2,3,0,3,1,3
"30450",1,1,1,1,1,1
"30457",3,3,3,3,0,1
"30458",0.8333333333333334,0,0,1,5,6
"30459",2,2,2,2,0,1
"30461",2,1,1,3,1,2
"30467",2,2,1,3,1,3
"30474",0.25,0,0,0,4,4
"30475",1,1,1,1,2,2
"30501",1,1,1,1,1,1
"30510",4,4,4,4,0,1
"30517",6,6,6,6,0,1
"30519",1.1111111111111112,1,1,2,6,9
"30520",1.5,1,1,2,1,2
"30521",1,0,0,2,1,2
"30525",0.8,1,0,1,4,5
"30528",0,0,0,0,1,1
"30530",5,5,5,5,0,1
"30533",0,0,0,0,1,1
"30534",0,0,0,0,5,5
"30535",1,1,1,1,1,1
"30543",0,0,0,0,1,1
"30548",1,1,1,1,1,1
"30549",0.5,0,0,1,2,2
"30553",2.2222222222222223,2,1,3,4,9
"30573",1,1,1,1,1,1
"30577",2.2,1,1,2,3,5
"30601",0.6666666666666666,1,0,1,3,3
"30605",2.6666666666666665,1,1,2,4,6
"30606",2.75,3,1,3,1,4
"30620",0,0,0,0,1,1
"30622",2,1,1,3,1,2
"30627",4,4,4,4,0,1
"30628",1,1,1,1,1,1
"30629",1,1,1,1,1,1
"30634",1,1,1,1,1,1
"30635",1.1666666666666667,1,0,2,4,6
"30643",1.6,1,1,2,24,40
"30655",1.6666666666666667,0,0,0,5,6
"30662",1.3333333333333333,1,1,2,4,6
"30663",2,2,2,2,0,1
"30673",4.5,4,4,5,0,2
"30677",5.5,2,2,9,0,2
"30678",0,0,0,0,1,1
"30680",1,1,1,1,1,1
"30701",0.3,0,0,1,10,10
"30720",4,4,4,4,0,1
"30736",1,1,1,1,1,1
"30740",1,1,1,1,1,1
"30750",1.5,2,0,2,2,8
"30804",2,2,1,2,1,4
"30809",1.7272727272727273,2,1,2,5,11
"30813",1.6875,1,1,2,10,16
"30814",0.5,0,0,1,2,2
"30815",1.7272727272727273,1,1,3,11,22
"30817",4.318181818181818,5,4,5,2,22
"30820",3,3,3,3,0,1
"30824",3.5,1,1,6,1,2
"30830",1.6,1,0,2,3,5
"30833",0,0,0,0,1,1
"30901",2.15,2,1,3,5,20
"30903",0,0,0,0,1,1
"30904",1.608695652173913,2,1,2,11,23
"30905",1,1,1,1,1,1
"30906",2.096774193548387,2,1,3,9,31
"30907",1.5789473684210527,1,1,2,11,19
"30909",1.3478260869565217,1,1,2,14,23
"30915",3,3,3,3,0,1
"31008",1,1,1,1,2,2
"31014",3,3,3,3,0,1
"31020",2,2,2,2,0,1
"31021",1.1666666666666667,0,0,2,4,6
"31024",0.5,0,0,1,2,2
"31028",1,1,1,1,2,2
"31030",6,6,6,6,0,1
"31032",6,6,6,6,0,1
"31046",5,5,5,5,0,1
"31047",1,1,1,1,6,6
"31082",0,0,0,0,1,1
"31095",3,3,3,3,0,1
"31204",0,0,0,0,9,9
"31206",7,7,7,7,0,1
"31210",2.75,3,2,3,0,4
"31216",0,0,0,0,1,1
"31217",1,1,1,1,1,1
"31220",3,3,3,3,0,1
"31301",2,1,1,3,1,2
"31303",2,2,2,2,0,1
"31305",1,1,1,1,1,1
"31308",3,2,2,4,0,2
"31312",1.1111111111111112,0,0,2,11,18
"31313",1.3333333333333333,1,1,2,6,9
"31315",0.25,0,0,0,4,4
"31316",0.6666666666666666,1,0,1,9,9
"31320",2.3333333333333335,1,1,5,4,6
"31322",2.3,2,1,4,9,20
"31324",1.1428571428571428,1,1,2,5,7
"31326",1.9375,1,1,2,8,16
"31329",3.75,3,1,6,2,8
"31331",3,3,3,3,0,1
"31372",5,5,5,5,0,3
"31401",2.3333333333333335,1,1,3,3,6
"31404",2.25,1,0,2,4,8
"31405",2.7058823529411766,2,1,5,8,17
"31406",1.4444444444444444,1,0,2,6,9
"31407",2.1333333333333333,1,0,5,15,30
"31410",1.3529411764705883,1,1,1,13,17
"31411",1,1,1,1,4,5
"31415",2.5,2,2,2,0,4
"31419",2.230769230769231,1,1,4,9,13
"31513",2,2,2,2,2,14
"31520",0,0,0,0,2,2
"31522",1,1,0,1,6,7
"31525",0.5,0,0,1,2,2
"31539",1,1,1,1,1,1
"31545",0.6666666666666666,1,0,1,3,3
"31548",0,0,0,0,3,3
"31555",1,1,1,1,1,1
"31558",1,1,1,1,2,2
"31565",1,1,1,1,1,1
"31569",0.2,0,0,0,5,5
"31620",0,0,0,0,1,1
"31636",2,2,2,2,0,1
"31643",1,1,1,1,1,1
"31701",2,2,2,2,0,1
"31758",1,1,1,1,1,1
"31791",1,1,1,1,2,2
"31792",1,1,1,1,1,1
"31794",0.6666666666666666,1,0,1,3,3
"31798",1,1,1,1,1,1
"31820",6,6,6,6,0,1
"31907",0.6666666666666666,1,0,1,3,3
"32003",3,3,3,3,0,1
"32023",2,2,2,2,0,1
"32024",3.3333333333333335,2,1,7,1,3
"32034",0.8333333333333334,1,0,1,5,6
"32038",3,2,2,4,0,2
"32043",1,0,0,1,3,4
"32053",0,0,0,0,1,1
"32056",1,1,1,1,1,1
"32059",2,2,2,2,0,2
"32060",1,1,1,1,1,1
"32065",0.5,0,0,1,2,2
"32068",0,0,0,0,1,1
"32073",1.75,1,0,3,2,4
"32080",1,1,1,1,1,1
"32081",1.7692307692307692,2,1,2,6,13
"32082",0.8888888888888888,1,0,2,6,9
"32084",0,0,0,0,2,2
"32092",0.5,0,0,1,6,6
"32112",2,2,2,2,0,1
"32114",0,0,0,0,14,14
"32118",1.4,1,1,1,4,5
"32119",0.5,0,0,1,2,2
"32127",1.25,1,0,2,2,4
"32129",0,0,0,0,1,1
"32134",0,0,0,0,1,1
"32137",0,0,0,0,1,1
"32145",3,3,3,3,0,1
"32148",0.5,0,0,1,2,2
"32158",1,1,1,1,1,1
"32159",0.3333333333333333,0,0,1,3,3
"32162",0.64,0,0,1,23,25
"32163",0.5714285714285714,1,0,1,7,7
"32164",0.6666666666666666,1,0,1,3,3
"32168",2,2,2,2,0,1
"32169",1.3,0,0,2,6,10
"32202",0.25,0,0,0,4,4
"32204",3,3,3,3,0,1
"32207",3,3,3,3,0,1
"32218",0,0,0,0,1,1
"32219",0.25,0,0,0,12,12
"32223",0,0,0,0,38,38
"32224",1.1666666666666667,1,1,2,4,6
"32226",1,1,1,1,2,2
"32233",1,1,1,1,8,8
"32247",0,0,0,0,2,2
"32250",1.5,1,0,1,3,4
"32256",0.6666666666666666,1,0,1,3,3
"32257",3,3,3,3,0,1
"32259",2,2,2,2,0,1
"32301",1,1,1,1,1,1
"32303",0.5,0,0,1,2,2
